name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"30.183, -97.68",2022-07-20,102.8,74.9,88.1,106.4,74.9,92.7,71.5,62.5,0,0,0,,0,0,29.8,20.8,172.5,1011,31.7,9.9,271.4,23.4,9,100,2022-07-20T06:42:24,2022-07-20T20:31:37,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-07-21,101.9,74.9,88,105.6,74.9,91.2,69.9,59.9,0,0,0,rain,0,0,29.8,16.1,170.1,1011.8,57.1,9.9,255.5,22,9,75,2022-07-21T06:42:58,2022-07-21T20:31:08,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-07-22,100.1,74.9,86.8,102.4,74.9,88.8,68.6,60.2,0,0,0,rain,0,0,24.4,13.9,174.7,1013.5,60,9.9,234.3,20.2,9,60,2022-07-22T06:43:33,2022-07-22T20:30:37,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-07-23,100.1,74.9,87.2,102.4,74.9,90.1,69.8,60.9,0,0,0,rain,0,0,33.3,20.8,170.8,1014.4,50.4,9.9,257.7,22.3,9,75,2022-07-23T06:44:08,2022-07-23T20:30:05,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-07-24,101,74.9,88.2,103.4,74.9,91.4,70.1,60.1,0,0,0,,0,0,31.1,17.2,175.7,1014.6,53.3,9.9,279.6,24.3,9,75,2022-07-24T06:44:44,2022-07-24T20:29:32,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,C2969,72254013904"
"30.183, -97.68",2022-07-25,101.9,73.1,87.4,104.5,73.1,90,68.7,59.3,0,0,0,,0,0,31.1,16.1,178.8,1014.1,30.4,9.9,283.3,24.3,9,75,2022-07-25T06:45:19,2022-07-25T20:28:57,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-07-26,101,73.1,87.2,104.9,73.1,89.8,68.6,59.2,0,0,0,,0,0,29.8,18.3,180.8,1013.8,32.1,9.9,281.6,24.4,9,60,2022-07-26T06:45:55,2022-07-26T20:28:21,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-07-27,101,74,86.9,102.9,74,89.7,69.1,59.9,0,0,0,,0,0,34.4,17.2,177.9,1013.6,49.2,9.9,274.1,23.5,8,60,2022-07-27T06:46:31,2022-07-27T20:27:43,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-07-28,100.1,75.8,87.2,103.8,75.8,90.4,69.9,60.5,0,0,0,,0,0,22.6,13.9,177.7,1013.4,56.3,9.9,259.1,22.2,9,75,2022-07-28T06:47:07,2022-07-28T20:27:05,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-07-29,100.1,75.8,86.9,105.2,75.8,90.3,70.5,62.5,0,0,0,,0,0,33.3,19.7,173.4,1014.3,50.8,9.9,231.5,20.2,8,75,2022-07-29T06:47:43,2022-07-29T20:26:24,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-07-30,100.1,73.1,87.7,101.3,73.1,89.8,67.8,57.1,0,0,0,,0,0,31.1,17.2,180.6,1016.1,36.7,9.9,271,23.6,9,75,2022-07-30T06:48:19,2022-07-30T20:25:43,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-07-31,100.1,75.8,87.9,100.8,75.8,90.1,67.9,56.6,0,0,0,,0,0,29.8,18.3,169.3,1016.7,62.5,9.9,253.2,21.8,8,75,2022-07-31T06:48:55,2022-07-31T20:25:00,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-08-01,98.9,71,86.2,102.3,71,88.7,68.1,58.9,0,0,0,,0,0,24.6,15,173.1,1015.9,45,9.9,235.2,20.2,8,60,2022-08-01T06:49:31,2022-08-01T20:24:17,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-08-02,101.9,73.1,88,104.5,73.1,90.5,68.1,56.9,0,0,0,,0,0,32.2,19.7,181.4,1013.9,21.7,9.9,270.8,23.4,9,60,2022-08-02T06:50:08,2022-08-02T20:23:31,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-08-03,102.8,77.1,88.6,107.1,77.1,92,69.8,58.8,0,0,0,,0,0,36.7,20.8,171.6,1011.2,47.9,9.9,259.4,22.5,9,75,2022-08-03T06:50:44,2022-08-03T20:22:45,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-08-04,101,77.1,88.6,103.8,77.1,91.4,69.5,58.8,0,0,0,rain,0,0,29.8,19.7,167.7,1011.8,55.8,9.9,255.8,22,8,75,2022-08-04T06:51:20,2022-08-04T20:21:58,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-08-05,101,75.8,87,101.3,75.8,89.3,68.4,59.5,0,0,0,,0,0,32.2,16.1,170.1,1013.3,72.5,9.9,253.5,21.9,8,60,2022-08-05T06:51:56,2022-08-05T20:21:09,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-08-06,96.2,77.1,84.1,99.1,77.1,86.9,70,64.9,0,0,0,,0,0,24.8,15,160.3,1015,79.2,9.9,196.8,17.1,9,75,2022-08-06T06:52:33,2022-08-06T20:20:19,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-08-07,98.9,75.8,85.1,102.3,75.8,87.7,69.8,64,0,0,0,,0,0,29.8,16.1,160.5,1016.6,65.3,9.9,240.5,20.7,9,100,2022-08-07T06:53:09,2022-08-07T20:19:28,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,C2969,72254013904"
"30.183, -97.68",2022-08-08,100.1,71,85,104.5,71,87.7,70,65.1,0,0,0,rain,0,0,32.2,21.9,162.6,1015.9,64.2,9.9,227,19.6,8,75,2022-08-08T06:53:45,2022-08-08T20:18:36,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-08-09,98,71,86.4,102.4,71,89.3,68.9,60,0,0,0,,0,0,31.1,13.9,168.2,1015.1,41.3,9.9,275.4,23.8,9,100,2022-08-09T06:54:21,2022-08-09T20:17:43,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-08-10,102.8,75.8,86.8,106.4,75.8,90,69.9,61.3,0,0,0,rain,0,0,39.1,24.2,142.5,1016,45.4,9.9,262.5,22.5,8,75,2022-08-10T06:54:57,2022-08-10T20:16:49,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-08-11,98,74.9,85.8,101.8,74.9,88.3,68.8,60.6,0,0,0,rain,0,0,21.5,17.2,97.5,1014.4,75.8,9.9,233,20,9,60,2022-08-11T06:55:33,2022-08-11T20:15:53,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-08-12,98,71.9,84.8,101.8,71.9,87.5,69.6,64.1,0,0,0,,0,0,31.1,13.9,106.3,1013.7,55.6,9.9,185.9,16.1,8,60,2022-08-12T06:56:08,2022-08-12T20:14:57,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,C2969,72254013904"
"30.183, -97.68",2022-08-13,100.1,73.1,87.1,103.2,73.1,90,69.1,59.3,0,0,0,,0,0,29.8,17.2,63.2,1013.2,60.8,9.9,213,18.5,8,75,2022-08-13T06:56:44,2022-08-13T20:14:00,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-08-14,91.1,74,83,97.7,74,86,70.7,68,0,0,0,rain,0,0,32.2,18.3,132.9,1012.8,77.5,9.9,170.2,14.5,6,60,2022-08-14T06:57:19,2022-08-14T20:13:02,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-08-15,98.9,71,84.6,102.3,71,87.1,68.7,63.1,0,0,0,,0,0,21,15,149.9,1012.1,75.4,9.9,217.7,18.8,8,60,2022-08-15T06:57:55,2022-08-15T20:12:03,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-08-16,98.9,73.1,86,102.9,73.1,89.1,70.6,64.5,0,0,0,,0,0,21.7,12.8,175.4,1012.2,70,9.9,221.5,19,8,75,2022-08-16T06:58:30,2022-08-16T20:11:03,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-08-17,100.1,75.8,87.8,103.2,75.8,90.8,69.4,59,0,0,0,,0,0,21.3,11.4,189,1012.9,49.2,9.9,230.4,19.8,9,75,2022-08-17T06:59:05,2022-08-17T20:10:02,0.68,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-08-18,98.9,73.1,82.5,103.6,73.1,85.2,71.4,72.3,0.102,100,8.33,rain,0,0,37.8,21.9,172.4,1012.5,55,9.9,170.6,14.7,9,75,2022-08-18T06:59:40,2022-08-18T20:09:00,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C2969,72254013904"
"30.183, -97.68",2022-08-19,92.9,71.9,77.9,100.8,71.9,79.4,73.5,87.8,0.456,100,25,rain,0,0,31.1,21.9,71.1,1012.4,77.9,9.3,111.9,9.6,6,60,2022-08-19T07:00:15,2022-08-19T20:07:57,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C2969,72254013904"
"30.183, -97.68",2022-08-20,98,74,84,102.5,74,87.2,72.1,72,0.02,100,4.17,rain,0,0,22.8,18.3,151.4,1013.7,70.4,9.4,256,21.9,8,75,2022-08-20T07:00:50,2022-08-20T20:06:54,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C2969,72254013904"
"30.183, -97.68",2022-08-21,89.9,74.9,82.5,98.1,74.9,86.6,73.7,76.1,0.012,100,4.17,rain,0,0,23,16.1,173.2,1013.9,81.2,9.6,194.5,16.7,10,75,2022-08-21T07:01:24,2022-08-21T20:05:50,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KAUS,C2969,72254013904"
"30.183, -97.68",2022-08-22,96.2,73.5,81.5,104.9,73.5,84.5,74.3,81.4,2.023,100,16.67,rain,0,0,39.1,17.2,192.2,1011.4,90.8,9.3,164.1,14,10,75,2022-08-22T07:01:59,2022-08-22T20:04:45,0.85,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C2969,72254013904"
"30.183, -97.68",2022-08-23,89.9,74,80.1,95.4,74,82.5,72.9,80.8,0,0,0,rain,0,0,12.1,5.8,237.6,1010.7,86.3,9.9,151.8,13.1,6,60,2022-08-23T07:02:33,2022-08-23T20:03:39,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-08-24,92,74.9,83,99.7,74.9,86.7,73.1,74.2,0,0,0,rain,0,0,12.3,11.4,31.7,1011.6,76.3,9.9,159.6,13.8,10,75,2022-08-24T07:03:07,2022-08-24T20:02:33,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-08-25,93.8,73.1,83.3,98.5,73.1,85.9,69.9,66.1,0,0,0,rain,0,0,18.1,12.8,37.9,1013.7,57.1,9.9,223.8,19.2,10,30,2022-08-25T07:03:41,2022-08-25T20:01:26,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-08-26,95.1,73.1,84.3,100.9,73.1,87.2,70.2,65.5,0,0,0,,0,0,15.9,15,39.6,1013,35,9.9,262.5,22.6,9,75,2022-08-26T07:04:15,2022-08-26T20:00:18,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-08-27,96.2,74.9,84.8,103.1,74.9,88.7,72,68.6,0,0,0,rain,0,0,32.2,20.8,168.3,1010.5,66.6,9.9,229.6,19.8,9,100,2022-08-27T07:04:49,2022-08-27T19:59:09,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,C2969,72254013904"
"30.183, -97.68",2022-08-28,96.2,74.9,84.6,101.3,74.9,88.7,72.6,70.2,0.039,100,4.17,rain,0,0,35.6,20.8,157.7,1008.9,61.3,9.9,204,17.5,8,75,2022-08-28T07:05:23,2022-08-28T19:58:00,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C2969,72254013904"
"30.183, -97.68",2022-08-29,96.2,75.8,82.7,107.2,75.8,86.9,74.2,77.5,0,0,0,rain,0,0,36.7,18.3,138.6,1010.5,61.3,9.9,252.3,21.9,10,100,2022-08-29T07:05:56,2022-08-29T19:56:51,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-08-30,82.1,74.9,77.4,89.5,74.9,77.7,74.7,91.8,0.212,100,12.5,rain,0,0,18.1,10.3,137.6,1014.3,93.3,9.1,60.6,5.2,3,75,2022-08-30T07:06:29,2022-08-30T19:55:41,0.12,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"C2969,72254013904"
"30.183, -97.68",2022-08-31,89.9,71,78.2,98.3,71,80.5,73.4,86.9,0.42,100,16.67,rain,0,0,31.1,20.8,92.3,1016.1,94.6,9.6,187.2,16.3,10,75,2022-08-31T07:07:03,2022-08-31T19:54:30,0.16,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KAUS,C2969,72254013904"
"30.183, -97.68",2022-09-01,92,73.1,80.8,99.7,73.1,83.8,72.6,78.6,0,0,0,rain,0,0,23.7,17.2,82.7,1014.3,81.7,9.9,230.3,19.8,8,75,2022-09-01T07:07:36,2022-09-01T19:53:19,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-09-02,92.9,71,80.8,99.9,71,83.8,72.1,77.5,0,0,0,,0,0,19.2,13.9,142.9,1013.7,80,9.9,219.8,18.9,9,100,2022-09-02T07:08:09,2022-09-02T19:52:07,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-09-03,89,74,78.7,95.9,74,80.3,73.4,84.9,0.043,100,8.33,rain,0,0,29.8,17.2,52.2,1016.5,91.7,9.7,144.4,12.6,9,75,2022-09-03T07:08:42,2022-09-03T19:50:55,0.25,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"C2969,72254013904"
"30.183, -97.68",2022-09-04,86.1,71,77.6,91.6,71,79.6,70.9,81,0,0,0,,0,0,33.3,12.8,206,1015.2,83.3,9.9,169.4,14.6,9,60,2022-09-04T07:09:15,2022-09-04T19:49:43,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-09-05,92,65.9,78.4,96.4,65.9,80.3,68.3,73.9,0,0,0,,0,0,17.9,13.9,191.4,1013.6,38.3,9.9,246,21.2,8,60,2022-09-05T07:09:48,2022-09-05T19:48:30,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-09-06,92.9,69.2,81,97.2,69.2,83,69.8,72.3,0,0,0,,0,0,20.6,11.4,183.5,1015.8,31.3,9.7,252.3,21.7,8,60,2022-09-06T07:10:21,2022-09-06T19:47:17,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-09-07,93.8,71.9,80.9,98.6,71.9,83.4,71.4,75.7,0.098,100,4.17,rain,0,0,36.7,11.4,194.2,1014.9,50.8,9.9,178.5,15.7,7,75,2022-09-07T07:10:53,2022-09-07T19:46:03,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C2969,72254013904"
"30.183, -97.68",2022-09-08,92,69.2,80.1,95.4,69.2,81.8,69,72.8,0,0,0,,0,0,13.2,11.4,52.7,1009.9,27.1,9.8,242.5,20.8,8,75,2022-09-08T07:11:26,2022-09-08T19:44:49,0.44,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-09-09,92.9,68.1,80.1,94.8,68.1,81.6,67.8,69.6,0,0,0,,0,0,15.4,11.4,130.7,1007,46.7,9.9,243.9,21,9,75,2022-09-09T07:11:59,2022-09-09T19:43:35,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-09-10,92.9,70.1,81.1,95.4,70.1,82.3,67.8,68.3,0,0,0,rain,0,0,13.9,8.1,127.1,1011.8,50.8,9.6,230.3,20.1,9,60,2022-09-10T07:12:31,2022-09-10T19:42:21,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-09-11,91.1,69.2,80,92.8,69.2,80.9,65.9,65.3,0,0,0,rain,0,0,14.3,16.1,16.6,1017.4,44.2,9.9,229.3,19.8,9,10,2022-09-11T07:13:04,2022-09-11T19:41:06,0.54,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-09-12,91.1,66.8,79,91.2,66.8,79.2,62.8,60.6,0,0,0,,0,0,11.9,9.2,34.4,1016,28.8,9.9,238,20.6,8,10,2022-09-12T07:13:36,2022-09-12T19:39:51,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-09-13,92.9,65,78.5,95.4,65,79.9,65.6,67.4,0,0,0,,0,0,13.6,10.3,132.6,1012.9,41.3,9.9,230.8,20.1,8,60,2022-09-13T07:14:09,2022-09-13T19:38:36,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-09-14,91.1,65,78,92.1,65,78.6,64.8,68.2,0,0,0,,0,0,16.1,11.4,93.1,1014.4,49.6,9.4,220.8,19,8,30,2022-09-14T07:14:41,2022-09-14T19:37:21,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-09-15,91.1,60.2,75.7,94.4,60.2,77,63.8,69,0,0,0,rain,0,0,17.7,11.4,94.7,1015.9,59.2,9.9,211,18.2,9,30,2022-09-15T07:15:14,2022-09-15T19:36:06,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-09-16,93.8,73.1,82.1,98,73.1,84.5,70.7,71.5,0,0,0,rain,0,0,18.8,16.1,152.8,1014.8,62.9,9.7,238,20.5,9,60,2022-09-16T07:15:47,2022-09-16T19:34:50,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-09-17,96.2,71.9,82.9,102.3,71.9,86.1,72.1,73.3,0,0,0,,0,0,20.8,19.7,162.6,1013.8,58.3,9.3,185,16,9,75,2022-09-17T07:16:19,2022-09-17T19:33:35,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-09-18,96.2,71.9,82.3,99.7,71.9,84.3,69.1,68.9,0,0,0,,0,0,21,11.4,142.7,1014,51.3,9.5,220.6,19.1,9,75,2022-09-18T07:16:52,2022-09-18T19:32:19,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-09-19,96.2,69.2,82.3,101.3,69.2,85.5,70.1,69.7,0,0,0,rain,0,0,21.7,12.8,168.6,1014.5,50,9.5,217.9,18.8,8,60,2022-09-19T07:17:25,2022-09-19T19:31:04,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-09-20,96.2,71,83.3,99.7,71,86.1,70.7,69.9,0,0,0,,0,0,17.4,10.3,148.4,1015.1,50.8,9.9,230.6,19.9,9,60,2022-09-20T07:17:58,2022-09-20T19:29:48,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,C2969,72254013904"
"30.183, -97.68",2022-09-21,95.1,65.9,81.5,96.5,65.9,82.3,66.2,65.1,0,0,0,,0,0,19,9.2,166.4,1014.5,15.8,9.8,239.6,20.7,8,30,2022-09-21T07:18:31,2022-09-21T19:28:33,0.86,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2022-09-22,97.1,64.1,81,94.7,64.1,80.5,60.4,57.6,0,0,0,,0,0,14.5,9.2,56.8,1014.4,13.8,9.9,243.5,21.1,8,10,2022-09-22T07:19:04,2022-09-22T19:27:17,0.9,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2022-09-23,97.1,65.9,82.3,98.3,65.9,83.1,62.7,55.1,0,0,0,,0,0,23.7,11.4,149.2,1014.1,32.5,9.9,208.7,17.9,8,10,2022-09-23T07:19:37,2022-09-23T19:26:02,0.93,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-09-24,93.8,64.1,80.3,97.5,64.1,82.2,67.8,69.1,0,0,0,,0,0,19.5,11.4,176.9,1014.5,37.5,9.8,199.9,17.2,9,30,2022-09-24T07:20:11,2022-09-24T19:24:46,0.96,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-09-25,95.1,69.2,81.2,95.9,69.2,82.5,67.5,67.4,0,0,0,,0,0,18.6,6.9,174.3,1013.4,31.7,9.9,229.2,19.9,8,60,2022-09-25T07:20:44,2022-09-25T19:23:31,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-09-26,92.9,71,81.1,89.5,71,79.8,54,44.4,0,0,0,rain,0,0,23.3,18.3,20.5,1015.7,37.1,9.9,224.3,19.5,8,30,2022-09-26T07:21:18,2022-09-26T19:22:16,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-09-27,89.9,52.1,71.3,86,52.1,70.2,45.9,47,0,0,0,,0,0,20.4,13.9,46.2,1019,5,9.9,242.8,21,8,10,2022-09-27T07:21:52,2022-09-27T19:21:02,0.06,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2022-09-28,89.9,53.9,71.1,86.1,53.9,70,46.9,50.5,0,0,0,,0,0,13.4,8.1,118.9,1021.9,2.5,9.9,233.7,20.1,8,10,2022-09-28T07:22:26,2022-09-28T19:19:47,0.1,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2022-09-29,91.1,53.9,72.3,87.9,53.9,71.4,50.4,51.7,0,0,0,,0,0,13.9,5.8,144.6,1020.2,0,9.9,226.7,19.5,8,10,2022-09-29T07:23:00,2022-09-29T19:18:33,0.14,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2022-09-30,87.2,57.8,71.3,84.4,57.8,70.7,48.9,48.3,0,0,0,,0,0,15,10.3,52.2,1016.1,0,9.9,229,19.7,8,10,2022-09-30T07:23:35,2022-09-30T19:17:19,0.17,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2022-10-01,87.2,50.1,67.6,84,50.1,66.9,47.2,54.4,0,0,0,,0,0,12.8,11.4,65.2,1015.9,0,9.9,227.8,19.7,8,10,2022-10-01T07:24:10,2022-10-01T19:16:05,0.21,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2022-10-02,83.9,48.8,66.1,81.4,48.8,65.7,47.4,56.3,0,0,0,,0,0,11.6,9.2,38.5,1019.3,38.8,9.9,185.6,16.1,7,10,2022-10-02T07:24:45,2022-10-02T19:14:52,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-10-03,86.1,52.1,68.1,83,52.1,67.4,47,54,0,0,0,,0,0,11.9,5.8,68.1,1019.4,57.1,9.9,207.9,17.9,8,10,2022-10-03T07:25:20,2022-10-03T19:13:39,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-10-04,88.1,59.1,72.7,84.8,59.1,71.7,48.4,47.5,0,0,0,,0,0,10.7,6.9,95.3,1017.1,55.4,9.9,213.7,18.5,8,10,2022-10-04T07:25:55,2022-10-04T19:12:26,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-10-05,88.1,55.1,72.6,85.7,55.1,72,52.1,52.5,0,0,0,,0,0,13.6,6.9,93.8,1017.4,17.5,9.9,216.6,18.7,8,10,2022-10-05T07:26:31,2022-10-05T19:11:14,0.35,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2022-10-06,89.9,56,72.9,87.1,56,72.2,53.4,55.8,0,0,0,,0,0,11.6,10.3,53.9,1019.3,31.3,9.9,206.9,17.9,8,10,2022-10-06T07:27:07,2022-10-06T19:10:03,0.39,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-10-07,86.1,62,74,84.8,62,73.6,55.8,56.2,0,0,0,,0,0,11.9,6.9,350.2,1021.4,91.1,9.9,103.8,9.2,6,10,2022-10-07T07:27:44,2022-10-07T19:08:51,0.42,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2022-10-08,88.1,56.9,74.1,85.7,56.9,73.4,53,52.4,0,0,0,,0,0,16.1,13.9,37.3,1023,50.4,9.9,211.3,18.2,7,10,2022-10-08T07:28:20,2022-10-08T19:07:41,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-10-09,87.2,59.1,73.3,85.7,59.1,73,54.6,54.4,0,0,0,,0,0,12.5,6.9,90.3,1022.4,57.5,9.9,180.5,15.7,7,10,2022-10-09T07:28:57,2022-10-09T19:06:31,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
